10/07/2020 7:34:22 PM|Quizzame|Question 1| ID:5366  |Correct:A  |Keypad:12 |Name:103  |Pressed:A  |Seconds:0.5  |Question Points:950  |Total:950
10/07/2020 7:35:51 PM|Quizzame|Question 3| ID:7016  |Correct:E  |Keypad:10 |Name:Father Knows Best  |Pressed:E  |Seconds:1.83  |Question Points:2632  |Total:-1563
10/07/2020 7:35:52 PM|Quizzame|Question 3| ID:7016  |Correct:E  |Keypad:8 |Name:Trans-Houston  |Pressed:E  |Seconds:2.51  |Question Points:2495  |Total:-1576
10/07/2020 7:35:52 PM|Quizzame|Question 3| ID:7016  |Correct:E  |Keypad:2 |Name:DC  |Pressed:E  |Seconds:2.69  |Question Points:2459  |Total:-705
10/07/2020 7:35:52 PM|Quizzame|Question 3| ID:7016  |Correct:E  |Keypad:3 |Name:Rice Queens  |Pressed:E  |Seconds:2.79  |Question Points:2439  |Total:2826
10/07/2020 7:35:52 PM|Quizzame|Question 3| ID:7016  |Correct:E  |Keypad:6 |Name:The Bobcats  |Pressed:E  |Seconds:2.77  |Question Points:2443  |Total:3705
10/07/2020 7:35:52 PM|Quizzame|Question 3| ID:7016  |Correct:E  |Keypad:12 |Name:103  |Pressed:E  |Seconds:2.96  |Question Points:2405  |Total:2953
10/07/2020 7:35:55 PM|Quizzame|Question 3| ID:7016  |Correct:E  |Keypad:11 |Name:Quaranteam  |Pressed:E  |Seconds:5.67  |Question Points:1860  |Total:3384
10/07/2020 7:36:00 PM|Quizzame|Question 3| ID:7016  |Correct:E  |Keypad:4 |Name:Seven Up  |Pressed:E  |Seconds:10.9  |Question Points:809  |Total:1479
10/07/2020 7:36:36 PM|Quizzame|Question 4| ID:13035  |Correct:B  |Keypad:2 |Name:DC  |Pressed:B  |Seconds:1.54  |Question Points:897  |Total:192
10/07/2020 7:36:37 PM|Quizzame|Question 4| ID:13035  |Correct:B  |Keypad:10 |Name:Father Knows Best  |Pressed:B  |Seconds:2.84  |Question Points:810  |Total:-753
10/07/2020 7:36:38 PM|Quizzame|Question 4| ID:13035  |Correct:B  |Keypad:4 |Name:Seven Up  |Pressed:B  |Seconds:4.29  |Question Points:713  |Total:2192
10/07/2020 7:36:42 PM|Quizzame|Question 4| ID:13035  |Correct:B  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:B  |Seconds:7.73  |Question Points:482  |Total:5050
10/07/2020 7:36:42 PM|Quizzame|Question 4| ID:13035  |Correct:B  |Keypad:11 |Name:Quaranteam  |Pressed:B  |Seconds:7.73  |Question Points:482  |Total:3866
10/07/2020 7:36:47 PM|Quizzame|Question 4 |ID:13035  |Correct:B  |Keypad:7 |Name:ETC  |Pressed:C  |Seconds:12.67  |Question Points:-41  |Total:4353
10/07/2020 7:36:47 PM|Quizzame|Question 4| ID:13035  |Correct:B  |Keypad:8 |Name:Trans-Houston  |Pressed:B  |Seconds:13.43  |Question Points:100  |Total:-1476
10/07/2020 7:36:48 PM|Quizzame|Question 4| ID:13035  |Correct:B  |Keypad:6 |Name:The Bobcats  |Pressed:B  |Seconds:13.8  |Question Points:75  |Total:3780
10/07/2020 7:36:49 PM|Quizzame|Question 4 |ID:13035  |Correct:B  |Keypad:12 |Name:103  |Pressed:C  |Seconds:14.9  |Question Points:-1.6  |Total:2953
10/07/2020 7:37:24 PM|Quizzame|Question 5 |ID:2048  |Correct:B  |Keypad:4 |Name:Seven Up  |Pressed:D  |Seconds:4.72  |Question Points:-34.4  |Total:2192
10/07/2020 7:37:25 PM|Quizzame|Question 5 |ID:2048  |Correct:B  |Keypad:8 |Name:Trans-Houston  |Pressed:D  |Seconds:5.01  |Question Points:-3.35  |Total:-1476
10/07/2020 7:37:25 PM|Quizzame|Question 5 |ID:2048  |Correct:B  |Keypad:11 |Name:Quaranteam  |Pressed:D  |Seconds:5.81  |Question Points:-154  |Total:3866
10/07/2020 7:37:26 PM|Quizzame|Question 5| ID:2048  |Correct:B  |Keypad:10 |Name:Father Knows Best  |Pressed:B  |Seconds:6.77  |Question Points:546  |Total:-207
10/07/2020 7:37:29 PM|Quizzame|Question 5 |ID:2048  |Correct:B  |Keypad:12 |Name:103  |Pressed:A  |Seconds:9.62  |Question Points:-36.6  |Total:2951
10/07/2020 7:37:31 PM|Quizzame|Question 5 |ID:2048  |Correct:B  |Keypad:7 |Name:ETC  |Pressed:D  |Seconds:11.36  |Question Points:-62.5  |Total:4312
10/07/2020 7:37:32 PM|Quizzame|Question 5 |ID:2048  |Correct:B  |Keypad:2 |Name:DC  |Pressed:E  |Seconds:12.62  |Question Points:-8.400001  |Total:192
10/07/2020 7:37:35 PM|Quizzame|Question 5 |ID:2048  |Correct:B  |Keypad:6 |Name:The Bobcats  |Pressed:B  |Seconds:15.44  |Question Points:0  |Total:3780
10/07/2020 7:38:15 PM|Quizzame|Question 6| ID:1754  |Correct:A  |Keypad:2 |Name:DC  |Pressed:A  |Seconds:1.8  |Question Points:2638  |Total:2822
10/07/2020 7:38:15 PM|Quizzame|Question 6| ID:1754  |Correct:A  |Keypad:10 |Name:Father Knows Best  |Pressed:A  |Seconds:2.19  |Question Points:2560  |Total:2353
10/07/2020 7:38:17 PM|Quizzame|Question 6 |ID:1754  |Correct:A  |Keypad:8 |Name:Trans-Houston  |Pressed:C  |Seconds:3.81  |Question Points:-11.23  |Total:-1479
10/07/2020 7:38:18 PM|Quizzame|Question 6| ID:1754  |Correct:A  |Keypad:4 |Name:Seven Up  |Pressed:A  |Seconds:5.64  |Question Points:1866  |Total:4024
10/07/2020 7:38:20 PM|Quizzame|Question 6 |ID:1754  |Correct:A  |Keypad:6 |Name:The Bobcats  |Pressed:C  |Seconds:7.47  |Question Points:-380  |Total:3780
10/07/2020 7:38:24 PM|Quizzame|Question 6 |ID:1754  |Correct:A  |Keypad:11 |Name:Quaranteam  |Pressed:C  |Seconds:11.62  |Question Points:-70  |Total:3712
10/07/2020 7:39:29 PM|Quizzame|Question 7| ID:2171  |Correct:E  |Keypad:3 |Name:Rice Queens  |Pressed:E  |Seconds:2.26  |Question Points:849  |Total:3675
10/07/2020 7:39:33 PM|Quizzame|Question 7| ID:2171  |Correct:E  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:E  |Seconds:6.32  |Question Points:577  |Total:5627
10/07/2020 7:39:34 PM|Quizzame|Question 7| ID:2171  |Correct:E  |Keypad:7 |Name:ETC  |Pressed:E  |Seconds:7.35  |Question Points:508  |Total:4758
10/07/2020 7:39:34 PM|Quizzame|Question 7| ID:2171  |Correct:E  |Keypad:10 |Name:Father Knows Best  |Pressed:E  |Seconds:7.66  |Question Points:487  |Total:2840
10/07/2020 7:39:35 PM|Quizzame|Question 7 |ID:2171  |Correct:E  |Keypad:4 |Name:Seven Up  |Pressed:C  |Seconds:8.56  |Question Points:-109  |Total:4024
10/07/2020 7:39:36 PM|Quizzame|Question 7| ID:2171  |Correct:E  |Keypad:8 |Name:Trans-Houston  |Pressed:E  |Seconds:9.56  |Question Points:359  |Total:-1131
10/07/2020 7:39:37 PM|Quizzame|Question 7| ID:2171  |Correct:E  |Keypad:12 |Name:103  |Pressed:E  |Seconds:10.24  |Question Points:314  |Total:3228
10/07/2020 7:39:41 PM|Quizzame|Question 7| ID:2171  |Correct:E  |Keypad:11 |Name:Quaranteam  |Pressed:E  |Seconds:14.44  |Question Points:33  |Total:3675
10/07/2020 7:39:41 PM|Quizzame|Question 7| ID:2171  |Correct:E  |Keypad:6 |Name:The Bobcats  |Pressed:E  |Seconds:14.44  |Question Points:33  |Total:3433
10/07/2020 7:40:48 PM|Quizzame|Question 8 |ID:16131  |Correct:DBAEC  |Keypad:2 |Name:DC  |Tasti:DBE  |Seconds:8.22  |Question Points:-100.7  |Total:2822
10/07/2020 7:40:48 PM|Quizzame|Question 8| ID:16131  |Correct:DBAEC  |Keypad:3 |Name:Rice Queens  |Tasti:DBAEC  |Seconds:24.58  |Question Points:50  |Total:3725
10/07/2020 7:40:48 PM|Quizzame|Question 8| ID:16131  |Correct:DBAEC  |Keypad:4 |Name:Seven Up  |Tasti:DBAEC  |Seconds:10.9  |Question Points:1692  |Total:5607
10/07/2020 7:40:48 PM|Quizzame|Question 8 |ID:16131  |Correct:DBAEC  |Keypad:5 |Name:SevenMinsInKevin  |Tasti:DBEAD  |Seconds:13.99  |Question Points:-661  |Total:5627
10/07/2020 7:40:48 PM|Quizzame|Question 8| ID:16131  |Correct:DBAEC  |Keypad:6 |Name:The Bobcats  |Tasti:DBAEC  |Seconds:12.65  |Question Points:1482  |Total:4915
10/07/2020 7:40:48 PM|Quizzame|Question 8| ID:16131  |Correct:DBAEC  |Keypad:7 |Name:ETC  |Tasti:DBAEC  |Seconds:12.93  |Question Points:1448  |Total:6206
10/07/2020 7:40:48 PM|Quizzame|Question 8| ID:16131  |Correct:DBAEC  |Keypad:8 |Name:Trans-Houston  |Tasti:DBAEC  |Seconds:12.71  |Question Points:1475  |Total:344
10/07/2020 7:40:48 PM|Quizzame|Question 8| ID:16131  |Correct:DBAEC  |Keypad:10 |Name:Father Knows Best  |Tasti:DBAEC  |Seconds:12.41  |Question Points:1511  |Total:4351
10/07/2020 7:40:48 PM|Quizzame|Question 8| ID:16131  |Correct:DBAEC  |Keypad:11 |Name:Quaranteam  |Tasti:DBAEC  |Seconds:13.93  |Question Points:1328  |Total:5003
10/07/2020 7:40:48 PM|Quizzame|Question 8| ID:16131  |Correct:DBAEC  |Keypad:12 |Name:103  |Tasti:DBAEC  |Seconds:21.68  |Question Points:398  |Total:3626
10/07/2020 7:41:17 PM|Quizzame|Question 9| ID:15294  |Correct:C  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:C  |Seconds:1.52  |Question Points:898  |Total:5864
10/07/2020 7:41:17 PM|Quizzame|Question 9 |ID:15294  |Correct:C  |Keypad:10 |Name:Father Knows Best  |Pressed:D  |Seconds:1.58  |Question Points:-89.6  |Total:4351
10/07/2020 7:41:17 PM|Quizzame|Question 9| ID:15294  |Correct:C  |Keypad:2 |Name:DC  |Pressed:C  |Seconds:1.79  |Question Points:880  |Total:3601
10/07/2020 7:41:17 PM|Quizzame|Question 9| ID:15294  |Correct:C  |Keypad:7 |Name:ETC  |Pressed:C  |Seconds:1.87  |Question Points:875  |Total:7081
10/07/2020 7:41:19 PM|Quizzame|Question 9| ID:15294  |Correct:C  |Keypad:11 |Name:Quaranteam  |Pressed:C  |Seconds:3.31  |Question Points:778  |Total:5781
10/07/2020 7:41:19 PM|Quizzame|Question 9| ID:15294  |Correct:C  |Keypad:6 |Name:The Bobcats  |Pressed:C  |Seconds:4.13  |Question Points:723  |Total:5638
10/07/2020 7:41:20 PM|Quizzame|Question 9| ID:15294  |Correct:C  |Keypad:3 |Name:Rice Queens  |Pressed:C  |Seconds:5.13  |Question Points:656  |Total:4381
10/07/2020 7:41:20 PM|Quizzame|Question 9| ID:15294  |Correct:C  |Keypad:4 |Name:Seven Up  |Pressed:C  |Seconds:5.12  |Question Points:657  |Total:6264
10/07/2020 7:41:25 PM|Quizzame|Question 9 |ID:15294  |Correct:C  |Keypad:8 |Name:Trans-Houston  |Pressed:D  |Seconds:9.32  |Question Points:-1.92  |Total:344
10/07/2020 7:41:26 PM|Quizzame|Question 9| ID:15294  |Correct:C  |Keypad:12 |Name:103  |Pressed:C  |Seconds:11.01  |Question Points:262  |Total:3888
10/07/2020 7:42:26 PM|Quizzame|Question 10| ID:12312  |Correct:E  |Keypad:2 |Name:DC  |Pressed:E  |Seconds:1.77  |Question Points:2644  |Total:6245
10/07/2020 7:42:26 PM|Quizzame|Question 10| ID:12312  |Correct:E  |Keypad:10 |Name:Father Knows Best  |Pressed:E  |Seconds:1.78  |Question Points:2642  |Total:6903
10/07/2020 7:42:26 PM|Quizzame|Question 10| ID:12312  |Correct:E  |Keypad:7 |Name:ETC  |Pressed:E  |Seconds:1.76  |Question Points:2646  |Total:9727
10/07/2020 7:42:27 PM|Quizzame|Question 10| ID:12312  |Correct:E  |Keypad:4 |Name:Seven Up  |Pressed:E  |Seconds:2.59  |Question Points:2479  |Total:8743
10/07/2020 7:42:28 PM|Quizzame|Question 10| ID:12312  |Correct:E  |Keypad:11 |Name:Quaranteam  |Pressed:E  |Seconds:3.85  |Question Points:2226  |Total:8007
10/07/2020 7:42:29 PM|Quizzame|Question 10| ID:12312  |Correct:E  |Keypad:3 |Name:Rice Queens  |Pressed:E  |Seconds:4.31  |Question Points:2134  |Total:6515
10/07/2020 7:42:30 PM|Quizzame|Question 10| ID:12312  |Correct:E  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:E  |Seconds:5.3  |Question Points:1935  |Total:7799
10/07/2020 7:42:31 PM|Quizzame|Question 10 |ID:12312  |Correct:E  |Keypad:6 |Name:The Bobcats  |Pressed:C  |Seconds:6.45  |Question Points:-172.2  |Total:5638
10/07/2020 7:42:39 PM|Quizzame|Question 10 |ID:12312  |Correct:E  |Keypad:8 |Name:Trans-Houston  |Pressed:E  |Seconds:15.19  |Question Points:0  |Total:342
10/07/2020 7:43:20 PM|Quizzame|Question 11 |ID:13208  |Correct:D  |Keypad:11 |Name:Quaranteam  |Pressed:E  |Seconds:5.39  |Question Points:-161  |Total:8007
10/07/2020 7:43:23 PM|Quizzame|Question 11 |ID:13208  |Correct:D  |Keypad:6 |Name:The Bobcats  |Pressed:E  |Seconds:8.67  |Question Points:-21.4  |Total:5466
10/07/2020 7:43:25 PM|Quizzame|Question 11 |ID:13208  |Correct:D  |Keypad:2 |Name:DC  |Pressed:A  |Seconds:10.6  |Question Points:-15  |Total:6245
10/07/2020 7:43:25 PM|Quizzame|Question 11| ID:13208  |Correct:D  |Keypad:8 |Name:Trans-Houston  |Pressed:D  |Seconds:10.54  |Question Points:294  |Total:636
10/07/2020 7:43:26 PM|Quizzame|Question 11 |ID:13208  |Correct:D  |Keypad:7 |Name:ETC  |Pressed:C  |Seconds:11.67  |Question Points:-115  |Total:9727
10/07/2020 7:44:08 PM|Quizzame|Question 12 |ID:16539  |Correct:B  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:D  |Seconds:1.02  |Question Points:-93.2  |Total:7799
10/07/2020 7:44:08 PM|Quizzame|Question 12| ID:16539  |Correct:B  |Keypad:12 |Name:103  |Pressed:B  |Seconds:1.39  |Question Points:907  |Total:4795
10/07/2020 7:44:08 PM|Quizzame|Question 12| ID:16539  |Correct:B  |Keypad:2 |Name:DC  |Pressed:B  |Seconds:1.43  |Question Points:904  |Total:7134
10/07/2020 7:44:09 PM|Quizzame|Question 12| ID:16539  |Correct:B  |Keypad:7 |Name:ETC  |Pressed:B  |Seconds:1.72  |Question Points:885  |Total:10497
10/07/2020 7:44:09 PM|Quizzame|Question 12 |ID:16539  |Correct:B  |Keypad:11 |Name:Quaranteam  |Pressed:D  |Seconds:2.09  |Question Points:-215.5  |Total:7846
10/07/2020 7:44:09 PM|Quizzame|Question 12 |ID:16539  |Correct:B  |Keypad:4 |Name:Seven Up  |Pressed:E  |Seconds:2.15  |Question Points:-214.5  |Total:8743
10/07/2020 7:44:09 PM|Quizzame|Question 12| ID:16539  |Correct:B  |Keypad:3 |Name:Rice Queens  |Pressed:B  |Seconds:2.32  |Question Points:845  |Total:7360
10/07/2020 7:44:10 PM|Quizzame|Question 12| ID:16539  |Correct:B  |Keypad:10 |Name:Father Knows Best  |Pressed:B  |Seconds:2.87  |Question Points:808  |Total:7711
10/07/2020 7:44:10 PM|Quizzame|Question 12 |ID:16539  |Correct:B  |Keypad:8 |Name:Trans-Houston  |Pressed:D  |Seconds:3.54  |Question Points:-3.83  |Total:636
10/07/2020 7:44:16 PM|Quizzame|Question 12| ID:16539  |Correct:B  |Keypad:6 |Name:The Bobcats  |Pressed:B  |Seconds:9.57  |Question Points:359  |Total:5804
10/07/2020 7:46:01 PM|Quizzame|Question Campanelle|Correct:B  |Keypad:2 |Name:DC  |Tasti:C |Question Points:0  |Total:7134
10/07/2020 7:46:01 PM|Quizzame|Question Campanelle|Correct:B  |Keypad:3 |Name:Rice Queens  |Tasti: |Question Points:0  |Total:7360
10/07/2020 7:46:01 PM|Quizzame|Question Campanelle|Correct:B  |Keypad:4 |Name:Seven Up  |Tasti:B |Question Points:500  |Total:9028
10/07/2020 7:46:01 PM|Quizzame|Question Campanelle|Correct:B  |Keypad:5 |Name:SevenMinsInKevin  |Tasti: |Question Points:0  |Total:7706
10/07/2020 7:46:01 PM|Quizzame|Question Campanelle|Correct:B  |Keypad:6 |Name:The Bobcats  |Tasti:B |Question Points:500  |Total:6304
10/07/2020 7:46:01 PM|Quizzame|Question Campanelle|Correct:B  |Keypad:7 |Name:ETC  |Tasti:B |Question Points:500  |Total:10997
10/07/2020 7:46:01 PM|Quizzame|Question Campanelle|Correct:B  |Keypad:8 |Name:Trans-Houston  |Tasti: |Question Points:0  |Total:632
10/07/2020 7:46:01 PM|Quizzame|Question Campanelle|Correct:B  |Keypad:10 |Name:Father Knows Best  |Tasti:C |Question Points:0  |Total:7711
10/07/2020 7:46:01 PM|Quizzame|Question Campanelle|Correct:B  |Keypad:11 |Name:Quaranteam  |Tasti: |Question Points:0  |Total:7630
10/07/2020 7:46:01 PM|Quizzame|Question Campanelle|Correct:B  |Keypad:12 |Name:103  |Tasti:B |Question Points:500  |Total:5295
10/07/2020 7:54:19 PM|Name That Tune 1|Question 1| ID:95  |Correct:C  |Keypad:11 |Name:Quaranteam  |Pressed:C  |Seconds:1.51  |Question Points:1623  |Total:2623
10/07/2020 7:54:19 PM|Name That Tune 1|Question 1| ID:95  |Correct:C  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:C  |Seconds:1.49  |Question Points:1627  |Total:2627
10/07/2020 7:54:19 PM|Name That Tune 1|Question 1| ID:95  |Correct:C  |Keypad:7 |Name:ETC  |Pressed:C  |Seconds:2.2  |Question Points:1450  |Total:1450
10/07/2020 7:54:19 PM|Name That Tune 1|Question 1| ID:95  |Correct:C  |Keypad:2 |Name:DC  |Pressed:C  |Seconds:2.1  |Question Points:1475  |Total:-525
10/07/2020 7:54:19 PM|Name That Tune 1|Question 1 |ID:95  |Correct:C  |Keypad:6 |Name:The Bobcats  |Pressed:B  |Seconds:1.84  |Question Points:-772  |Total:0
10/07/2020 7:54:20 PM|Name That Tune 1|Question 1 |ID:95  |Correct:C  |Keypad:8 |Name:Trans-Houston  |Pressed:B  |Seconds:2.5  |Question Points:-690  |Total:-1000
10/07/2020 7:54:24 PM|Name That Tune 1|Question 1 |ID:95  |Correct:C  |Keypad:12 |Name:103  |Pressed:B  |Seconds:6.58  |Question Points:-184  |Total:0
10/07/2020 7:54:26 PM|Name That Tune 1|Question 1 |ID:95  |Correct:C  |Keypad:3 |Name:Rice Queens  |Pressed:B  |Seconds:8.72  |Question Points:0  |Total:500
10/07/2020 7:54:26 PM|Name That Tune 1|Question 1 |ID:95  |Correct:C  |Keypad:10 |Name:Father Knows Best  |Pressed:C  |Seconds:9.18  |Question Points:0  |Total:-2000
10/07/2020 7:55:11 PM|Name That Tune 1|Question 2| ID:96  |Correct:D  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:D  |Seconds:0.72  |Question Points:1820  |Total:4447
10/07/2020 7:55:12 PM|Name That Tune 1|Question 2| ID:96  |Correct:D  |Keypad:2 |Name:DC  |Pressed:D  |Seconds:1.17  |Question Points:1708  |Total:1183
10/07/2020 7:55:12 PM|Name That Tune 1|Question 2| ID:96  |Correct:D  |Keypad:7 |Name:ETC  |Pressed:D  |Seconds:1.62  |Question Points:1595  |Total:3045
10/07/2020 7:55:12 PM|Name That Tune 1|Question 2| ID:96  |Correct:D  |Keypad:8 |Name:Trans-Houston  |Pressed:D  |Seconds:1.54  |Question Points:1615  |Total:-75
10/07/2020 7:55:12 PM|Name That Tune 1|Question 2| ID:96  |Correct:D  |Keypad:6 |Name:The Bobcats  |Pressed:D  |Seconds:1.91  |Question Points:1523  |Total:751
10/07/2020 7:55:12 PM|Name That Tune 1|Question 2| ID:96  |Correct:D  |Keypad:11 |Name:Quaranteam  |Pressed:D  |Seconds:1.97  |Question Points:1507  |Total:4130
10/07/2020 7:55:13 PM|Name That Tune 1|Question 2| ID:96  |Correct:D  |Keypad:3 |Name:Rice Queens  |Pressed:D  |Seconds:2.18  |Question Points:1455  |Total:1955
10/07/2020 7:55:13 PM|Name That Tune 1|Question 2| ID:96  |Correct:D  |Keypad:4 |Name:Seven Up  |Pressed:D  |Seconds:2.57  |Question Points:1358  |Total:1358
10/07/2020 7:55:13 PM|Name That Tune 1|Question 2| ID:96  |Correct:D  |Keypad:12 |Name:103  |Pressed:D  |Seconds:2.53  |Question Points:1368  |Total:1184
10/07/2020 7:55:13 PM|Name That Tune 1|Question 2| ID:96  |Correct:D  |Keypad:10 |Name:Father Knows Best  |Pressed:D  |Seconds:2.87  |Question Points:1283  |Total:-717
10/07/2020 7:56:00 PM|Name That Tune 1|Question 3| ID:97  |Correct:D  |Keypad:5 |Name:SevenMinsInKevin  |Pressed:D  |Seconds:1.21  |Question Points:1697  |Total:6144
10/07/2020 7:56:00 PM|Name That Tune 1|Question 3| ID:97  |Correct:D  |Keypad:7 |Name:ETC  |Pressed:D  |Seconds:1.22  |Question Points:1695  |Total:4740
10/07/2020 7:56:00 PM|Name That Tune 1|Question 3| ID:97  |Correct:D  |Keypad:3 |Name:Rice Queens  |Pressed:D  |Seconds:1.88  |Question Points:1530  |Total:3485
10/07/2020 7:56:00 PM|Name That Tune 1|Question 3| ID:97  |Correct:D  |Keypad:4 |Name:Seven Up  |Pressed:D  |Seconds:1.97  |Question Points:1507  |Total:2865
10/07/2020 7:56:00 PM|Name That Tune 1|Question 3| ID:97  |Correct:D  |Keypad:11 |Name:Quaranteam  |Pressed:D  |Seconds:1.75  |Question Points:1562  |Total:5692
10/07/2020 7:56:00 PM|Name That Tune 1|Question 3| ID:97  |Correct:D  |Keypad:6 |Name:The Bobcats  |Pressed:D  |Seconds:1.94  |Question Points:1515  |Total:2266
10/07/2020 7:56:01 PM|Name That Tune 1|Question 3| ID:97  |Correct:D  |Keypad:10 |Name:Father Knows Best  |Pressed:D  |Seconds:2.44  |Question Points:1390  |Total:673
10/07/2020 7:56:01 PM|Name That Tune 1|Question 3| ID:97  |Correct:D  |Keypad:8 |Name:Trans-Houston  |Pressed:D  |Seconds:3.03  |Question Points:1243  |Total:1168
10/07/2020 7:56:03 PM|Name That Tune 1|Question 3| ID:97  |Correct:D  |Keypad:12 |Name:103  |Pressed:D  |Seconds:4.43  |Question Points:893  |Total:2077
10/07/2020 7:56:03 PM|Name That Tune 1|Question 3| ID:97  |Correct:D  |Keypad:2 |Name:DC  |Pressed:D  |Seconds:4.76  |Question Points:810  |Total:1993
10/07/2020 7:56:44 PM|Name That Tune 1|Question 4| ID:98  |Correct:B  |Keypad:10 |Name:Father Knows Best  |Pressed:B  |Seconds:1.9  |Question Points:1525  |Total:2198
10/07/2020 7:56:46 PM|Name That Tune 1|Question 4| ID:98  |Correct:B  |Keypad:4 |Name:Seven Up  |Pressed:B  |Seconds:3.6  |Question Points:1100  |Total:3965
10/07/2020 7:56:48 PM|Name That Tune 1|Question 4 |ID:98  |Correct:B  |Keypad:2 |Name:DC  |Pressed:D  |Seconds:5.39  |Question Points:-33.2  |Total:1993
10/07/2020 7:56:48 PM|Name That Tune 1|Question 4| ID:98  |Correct:B  |Keypad:7 |Name:ETC  |Pressed:B  |Seconds:5.73  |Question Points:567  |Total:5307
10/07/2020 7:56:50 PM|Name That Tune 1|Question 4| ID:98  |Correct:B  |Keypad:11 |Name:Quaranteam  |Pressed:B  |Seconds:7.48  |Question Points:130  |Total:5822
10/07/2020 7:56:50 PM|Name That Tune 1|Question 4| ID:98  |Correct:B  |Keypad:8 |Name:Trans-Houston  |Pressed:B  |Seconds:7.79  |Question Points:53  |Total:1221
