24/11/2021 7:32:51 PM|Quizzame|ROUND 1|Question 1| ID:17158  |Correct:C  |Keypad:3 |Name:Bothan Spies  |Pressed:C  |Seconds:1.36  |Question Points:909  |Total:909
24/11/2021 7:33:50 PM|Quizzame|ROUND 1|Question 2| ID:6427  |Correct:E  |Keypad:11 |Name:Rumple4Skin  |Pressed:E  |Seconds:14.47  |Question Points:31  |Total:-334
24/11/2021 7:33:52 PM|Quizzame|ROUND 1|Question 2 |ID:6427  |Correct:E  |Keypad:6 |Name:Avacado Helmets  |Pressed:E  |Seconds:15.91  |Question Points:0  |Total:539
24/11/2021 7:34:36 PM|Quizzame|ROUND 1|Question 3| ID:9334  |Correct:C  |Keypad:3 |Name:Bothan Spies  |Pressed:C  |Seconds:1.75  |Question Points:2648  |Total:4227
24/11/2021 7:34:37 PM|Quizzame|ROUND 1|Question 3| ID:9334  |Correct:C  |Keypad:11 |Name:Rumple4Skin  |Pressed:C  |Seconds:2.29  |Question Points:2540  |Total:2206
24/11/2021 7:34:39 PM|Quizzame|ROUND 1|Question 3| ID:9334  |Correct:C  |Keypad:5 |Name:ALG  |Pressed:C  |Seconds:4.44  |Question Points:2108  |Total:3318
24/11/2021 7:34:39 PM|Quizzame|ROUND 1|Question 3 |ID:9334  |Correct:C  |Keypad:7 |Name:Easy Street  |Pressed:A  |Seconds:4.66  |Question Points:-207.8  |Total:270
24/11/2021 7:34:48 PM|Quizzame|ROUND 1|Question 3| ID:9334  |Correct:C  |Keypad:6 |Name:Avacado Helmets  |Pressed:C  |Seconds:12.84  |Question Points:419  |Total:958
24/11/2021 7:34:50 PM|Quizzame|ROUND 1|Question 3 |ID:9334  |Correct:C  |Keypad:10 |Name:Smartie Pints  |Pressed:A  |Seconds:15.75  |Question Points:0  |Total:232
24/11/2021 7:34:50 PM|Quizzame|ROUND 1|Question 3 |ID:9334  |Correct:C  |Keypad:4 |Name:Jack and Jim!  |Pressed:C  |Seconds:15.59  |Question Points:0  |Total:-224
24/11/2021 7:35:39 PM|Quizzame|ROUND 1|Question 4 |ID:13029  |Correct:A  |Keypad:2 |Name:Boogers  |Pressed:E  |Seconds:4.65  |Question Points:-69.4  |Total:413
24/11/2021 7:35:40 PM|Quizzame|ROUND 1|Question 4 |ID:13029  |Correct:A  |Keypad:7 |Name:Easy Street  |Pressed:C  |Seconds:4.81  |Question Points:-34.1  |Total:62
24/11/2021 7:35:40 PM|Quizzame|ROUND 1|Question 4 |ID:13029  |Correct:A  |Keypad:3 |Name:Bothan Spies  |Pressed:C  |Seconds:5.43  |Question Points:-321  |Total:4227
24/11/2021 7:35:43 PM|Quizzame|ROUND 1|Question 4 |ID:13029  |Correct:A  |Keypad:10 |Name:Smartie Pints  |Pressed:C  |Seconds:8.39  |Question Points:-44.6  |Total:232
24/11/2021 7:35:46 PM|Quizzame|ROUND 1|Question 4 |ID:13029  |Correct:A  |Keypad:4 |Name:Jack and Jim!  |Pressed:D  |Seconds:11.17  |Question Points:-13.1  |Total:-224
24/11/2021 7:35:50 PM|Quizzame|ROUND 1|Question 4 |ID:13029  |Correct:A  |Keypad:6 |Name:Avacado Helmets  |Pressed:C  |Seconds:15.15  |Question Points:0  |Total:958
24/11/2021 7:36:28 PM|Quizzame|ROUND 1|Question 5| ID:14639  |Correct:E  |Keypad:11 |Name:Rumple4Skin  |Pressed:E  |Seconds:4.02  |Question Points:731  |Total:2937
24/11/2021 7:36:28 PM|Quizzame|ROUND 1|Question 5| ID:14639  |Correct:E  |Keypad:3 |Name:Bothan Spies  |Pressed:E  |Seconds:3.98  |Question Points:733  |Total:4639
24/11/2021 7:36:28 PM|Quizzame|ROUND 1|Question 5 |ID:14639  |Correct:E  |Keypad:7 |Name:Easy Street  |Pressed:D  |Seconds:4.89  |Question Points:-33.9  |Total:28
24/11/2021 7:36:30 PM|Quizzame|ROUND 1|Question 5| ID:14639  |Correct:E  |Keypad:10 |Name:Smartie Pints  |Pressed:E  |Seconds:6.14  |Question Points:589  |Total:776
24/11/2021 7:36:31 PM|Quizzame|ROUND 1|Question 5 |ID:14639  |Correct:E  |Keypad:5 |Name:ALG  |Pressed:D  |Seconds:7.09  |Question Points:-133  |Total:3318
24/11/2021 7:36:33 PM|Quizzame|ROUND 1|Question 5| ID:14639  |Correct:E  |Keypad:6 |Name:Avacado Helmets  |Pressed:E  |Seconds:9.01  |Question Points:396  |Total:1354
24/11/2021 7:36:35 PM|Quizzame|ROUND 1|Question 5 |ID:14639  |Correct:E  |Keypad:4 |Name:Jack and Jim!  |Pressed:D  |Seconds:11.59  |Question Points:-11.8  |Total:-237
24/11/2021 7:36:35 PM|Quizzame|ROUND 1|Question 5| ID:14639  |Correct:E  |Keypad:2 |Name:Boogers  |Pressed:E  |Seconds:11.64  |Question Points:220  |Total:564
24/11/2021 7:37:16 PM|Quizzame|ROUND 1|Question 6| ID:2065  |Correct:A  |Keypad:3 |Name:Bothan Spies  |Pressed:A  |Seconds:1.4  |Question Points:2719  |Total:7358
24/11/2021 7:37:16 PM|Quizzame|ROUND 1|Question 6| ID:2065  |Correct:A  |Keypad:10 |Name:Smartie Pints  |Pressed:A  |Seconds:1.71  |Question Points:2656  |Total:3432
24/11/2021 7:37:17 PM|Quizzame|ROUND 1|Question 6| ID:2065  |Correct:A  |Keypad:11 |Name:Rumple4Skin  |Pressed:A  |Seconds:1.99  |Question Points:2600  |Total:5537
24/11/2021 7:37:17 PM|Quizzame|ROUND 1|Question 6| ID:2065  |Correct:A  |Keypad:4 |Name:Jack and Jim!  |Pressed:A  |Seconds:2.59  |Question Points:2479  |Total:2230
24/11/2021 7:37:18 PM|Quizzame|ROUND 1|Question 6| ID:2065  |Correct:A  |Keypad:6 |Name:Avacado Helmets  |Pressed:A  |Seconds:3.22  |Question Points:2353  |Total:3707
24/11/2021 7:37:19 PM|Quizzame|ROUND 1|Question 6| ID:2065  |Correct:A  |Keypad:5 |Name:ALG  |Pressed:A  |Seconds:4.29  |Question Points:2138  |Total:5323
24/11/2021 7:37:19 PM|Quizzame|ROUND 1|Question 6| ID:2065  |Correct:A  |Keypad:2 |Name:Boogers  |Pressed:A  |Seconds:4.86  |Question Points:2023  |Total:2587
24/11/2021 7:37:20 PM|Quizzame|ROUND 1|Question 6| ID:2065  |Correct:A  |Keypad:7 |Name:Easy Street  |Pressed:A  |Seconds:5.6  |Question Points:1874  |Total:1868
24/11/2021 7:38:43 PM|Quizzame|ROUND 1|Question 7 |ID:17455  |Correct:B  |Keypad:11 |Name:Rumple4Skin  |Pressed:A  |Seconds:9.58  |Question Points:-92  |Total:5537
24/11/2021 7:40:02 PM|Quizzame|ROUND 1|Question 8 |ID:16056  |Correct:ADEBC  |Keypad:2 |Name:Boogers  |Tasti:BADEC  |Seconds:14.88  |Question Points:-121.4  |Total:2587
24/11/2021 7:40:02 PM|Quizzame|ROUND 1|Question 8 |ID:16056  |Correct:ADEBC  |Keypad:3 |Name:Bothan Spies  |Tasti:BABDE  |Seconds:26.37  |Question Points:0  |Total:7358
24/11/2021 7:40:02 PM|Quizzame|ROUND 1|Question 8 |ID:16056  |Correct:ADEBC  |Keypad:4 |Name:Jack and Jim!  |Tasti:ADBEC  |Seconds:17.18  |Question Points:-46.9  |Total:2230
24/11/2021 7:40:02 PM|Quizzame|ROUND 1|Question 8 |ID:16056  |Correct:ADEBC  |Keypad:6 |Name:Avacado Helmets  |Tasti:BAAA  |Seconds:10.73  |Question Points:-171.2  |Total:3707
24/11/2021 7:40:02 PM|Quizzame|ROUND 1|Question 8 |ID:16056  |Correct:ADEBC  |Keypad:7 |Name:Easy Street  |Tasti:CDEAB  |Seconds:15.47  |Question Points:-57.2  |Total:1868
24/11/2021 7:40:02 PM|Quizzame|ROUND 1|Question 8 |ID:16056  |Correct:ADEBC  |Keypad:11 |Name:Rumple4Skin  |Tasti:ABCDE  |Seconds:18.93  |Question Points:-182  |Total:5537
24/11/2021 7:40:41 PM|Quizzame|ROUND 1|Question 9| ID:3103  |Correct:B  |Keypad:6 |Name:Avacado Helmets  |Pressed:B  |Seconds:3.44  |Question Points:770  |Total:4306
24/11/2021 7:40:41 PM|Quizzame|ROUND 1|Question 9| ID:3103  |Correct:B  |Keypad:3 |Name:Bothan Spies  |Pressed:B  |Seconds:3.8  |Question Points:745  |Total:8103
24/11/2021 7:40:42 PM|Quizzame|ROUND 1|Question 9| ID:3103  |Correct:B  |Keypad:11 |Name:Rumple4Skin  |Pressed:B  |Seconds:4.17  |Question Points:721  |Total:6076
24/11/2021 7:40:42 PM|Quizzame|ROUND 1|Question 9| ID:3103  |Correct:B  |Keypad:7 |Name:Easy Street  |Pressed:B  |Seconds:4.09  |Question Points:726  |Total:2537
24/11/2021 7:40:42 PM|Quizzame|ROUND 1|Question 9| ID:3103  |Correct:B  |Keypad:10 |Name:Smartie Pints  |Pressed:B  |Seconds:4.61  |Question Points:691  |Total:4123
24/11/2021 7:40:43 PM|Quizzame|ROUND 1|Question 9| ID:3103  |Correct:B  |Keypad:2 |Name:Boogers  |Pressed:B  |Seconds:5.09  |Question Points:659  |Total:3125
24/11/2021 7:40:44 PM|Quizzame|ROUND 1|Question 9| ID:3103  |Correct:B  |Keypad:5 |Name:ALG  |Pressed:B  |Seconds:6.18  |Question Points:586  |Total:5909
24/11/2021 7:40:45 PM|Quizzame|ROUND 1|Question 9 |ID:3103  |Correct:B  |Keypad:4 |Name:Jack and Jim!  |Pressed:C  |Seconds:7.24  |Question Points:-26.1  |Total:2183
24/11/2021 7:41:49 PM|Quizzame|ROUND 1|Question 10| ID:12399  |Correct:D  |Keypad:3 |Name:Bothan Spies  |Pressed:D  |Seconds:2.38  |Question Points:2522  |Total:10625
24/11/2021 7:41:49 PM|Quizzame|ROUND 1|Question 10| ID:12399  |Correct:D  |Keypad:10 |Name:Smartie Pints  |Pressed:D  |Seconds:2.9  |Question Points:2417  |Total:6540
24/11/2021 7:41:50 PM|Quizzame|ROUND 1|Question 10| ID:12399  |Correct:D  |Keypad:2 |Name:Boogers  |Pressed:D  |Seconds:3.17  |Question Points:2363  |Total:5488
24/11/2021 7:41:50 PM|Quizzame|ROUND 1|Question 10| ID:12399  |Correct:D  |Keypad:4 |Name:Jack and Jim!  |Pressed:D  |Seconds:3.39  |Question Points:2319  |Total:4476
24/11/2021 7:41:52 PM|Quizzame|ROUND 1|Question 10| ID:12399  |Correct:D  |Keypad:7 |Name:Easy Street  |Pressed:D  |Seconds:5.12  |Question Points:1971  |Total:4508
24/11/2021 7:41:54 PM|Quizzame|ROUND 1|Question 10| ID:12399  |Correct:D  |Keypad:5 |Name:ALG  |Pressed:D  |Seconds:7.88  |Question Points:1416  |Total:7325
24/11/2021 7:41:59 PM|Quizzame|ROUND 1|Question 10| ID:12399  |Correct:D  |Keypad:6 |Name:Avacado Helmets  |Pressed:D  |Seconds:12.09  |Question Points:570  |Total:4876
24/11/2021 7:42:03 PM|Quizzame|ROUND 1|Question 10 |ID:12399  |Correct:D  |Keypad:11 |Name:Rumple4Skin  |Pressed:D  |Seconds:16.1  |Question Points:0  |Total:6076
24/11/2021 7:42:46 PM|Quizzame|ROUND 1|Question 11| ID:201  |Correct:A  |Keypad:3 |Name:Bothan Spies  |Pressed:A  |Seconds:1.8  |Question Points:879  |Total:11504
24/11/2021 7:42:51 PM|Quizzame|ROUND 1|Question 11 |ID:201  |Correct:A  |Keypad:10 |Name:Smartie Pints  |Pressed:D  |Seconds:6.44  |Question Points:-143.5  |Total:6540
24/11/2021 7:42:54 PM|Quizzame|ROUND 1|Question 11 |ID:201  |Correct:A  |Keypad:7 |Name:Easy Street  |Pressed:C  |Seconds:9.26  |Question Points:-19.4  |Total:4508
24/11/2021 7:42:58 PM|Quizzame|ROUND 1|Question 11 |ID:201  |Correct:A  |Keypad:2 |Name:Boogers  |Pressed:B  |Seconds:13.99  |Question Points:-7.6  |Total:5488
24/11/2021 7:43:38 PM|Quizzame|ROUND 1|Question 12| ID:2699  |Correct:B  |Keypad:11 |Name:Rumple4Skin  |Pressed:B  |Seconds:2.16  |Question Points:855  |Total:6931
24/11/2021 7:43:46 PM|Quizzame|ROUND 1|Question 12 |ID:2699  |Correct:B  |Keypad:7 |Name:Easy Street  |Pressed:E  |Seconds:9.88  |Question Points:-17.4  |Total:4489
24/11/2021 7:43:47 PM|Quizzame|ROUND 1|Question 12 |ID:2699  |Correct:B  |Keypad:10 |Name:Smartie Pints  |Pressed:E  |Seconds:10.44  |Question Points:-77.5  |Total:6396
24/11/2021 7:43:49 PM|Quizzame|ROUND 1|Question 12| ID:2699  |Correct:B  |Keypad:3 |Name:Bothan Spies  |Pressed:B  |Seconds:13.25  |Question Points:112  |Total:11616
24/11/2021 7:43:50 PM|Quizzame|ROUND 1|Question 12| ID:2699  |Correct:B  |Keypad:5 |Name:ALG  |Pressed:B  |Seconds:14.09  |Question Points:56  |Total:7381
24/11/2021 7:43:51 PM|Quizzame|ROUND 1|Question 12 |ID:2699  |Correct:B  |Keypad:6 |Name:Avacado Helmets  |Pressed:E  |Seconds:14.54  |Question Points:-4  |Total:4876
24/11/2021 7:43:51 PM|Quizzame|ROUND 1|Question 12 |ID:2699  |Correct:B  |Keypad:4 |Name:Jack and Jim!  |Pressed:C  |Seconds:14.88  |Question Points:-0.9  |Total:4476
24/11/2021 7:51:14 PM|NTTX|NTTX - Pack 63 - With Video|Question 1| ID:624  |Correct:D  |Keypad:11 |Name:Rumple4Skin  |Pressed:D  |Seconds:1.14  |Question Points:1715  |Total:1715
24/11/2021 7:51:17 PM|NTTX|NTTX - Pack 63 - With Video|Question 1| ID:624  |Correct:D  |Keypad:3 |Name:Bothan Spies  |Pressed:D  |Seconds:4.18  |Question Points:955  |Total:955
24/11/2021 7:51:17 PM|NTTX|NTTX - Pack 63 - With Video|Question 1| ID:624  |Correct:D  |Keypad:7 |Name:Easy Street  |Pressed:D  |Seconds:4.2  |Question Points:950  |Total:950
24/11/2021 7:51:18 PM|NTTX|NTTX - Pack 63 - With Video|Question 1 |ID:624  |Correct:D  |Keypad:2 |Name:Boogers  |Pressed:B  |Seconds:5.18  |Question Points:-358  |Total:0
24/11/2021 7:51:18 PM|NTTX|NTTX - Pack 63 - With Video|Question 1| ID:624  |Correct:D  |Keypad:6 |Name:Avacado Helmets  |Pressed:D  |Seconds:5.34  |Question Points:665  |Total:665
24/11/2021 7:51:19 PM|NTTX|NTTX - Pack 63 - With Video|Question 1 |ID:624  |Correct:D  |Keypad:4 |Name:Jack and Jim!  |Pressed:B  |Seconds:5.85  |Question Points:-275  |Total:0
24/11/2021 7:51:21 PM|NTTX|NTTX - Pack 63 - With Video|Question 1 |ID:624  |Correct:D  |Keypad:10 |Name:Smartie Pints  |Pressed:D  |Seconds:8.13  |Question Points:0  |Total:0
24/11/2021 7:51:21 PM|NTTX|NTTX - Pack 63 - With Video|Question 1 |ID:624  |Correct:D  |Keypad:5 |Name:ALG  |Pressed:D  |Seconds:8.09  |Question Points:0  |Total:0
24/11/2021 7:52:30 PM|NTTX|NTTX - Pack 63 - With Video|Question 2| ID:625  |Correct:B  |Keypad:4 |Name:Jack and Jim!  |Pressed:B  |Seconds:3  |Question Points:1250  |Total:975
24/11/2021 7:52:32 PM|NTTX|NTTX - Pack 63 - With Video|Question 2 |ID:625  |Correct:B  |Keypad:6 |Name:Avacado Helmets  |Pressed:D  |Seconds:5.68  |Question Points:-59.2  |Total:665
24/11/2021 7:52:33 PM|NTTX|NTTX - Pack 63 - With Video|Question 2| ID:625  |Correct:B  |Keypad:10 |Name:Smartie Pints  |Pressed:B  |Seconds:5.9  |Question Points:525  |Total:525
24/11/2021 7:52:33 PM|NTTX|NTTX - Pack 63 - With Video|Question 2 |ID:625  |Correct:B  |Keypad:5 |Name:ALG  |Pressed:C  |Seconds:6.75  |Question Points:-32.6  |Total:0
24/11/2021 7:52:33 PM|NTTX|NTTX - Pack 63 - With Video|Question 2 |ID:625  |Correct:B  |Keypad:7 |Name:Easy Street  |Pressed:D  |Seconds:6.55  |Question Points:-94  |Total:950
24/11/2021 7:52:36 PM|NTTX|NTTX - Pack 63 - With Video|Question 2 |ID:625  |Correct:B  |Keypad:2 |Name:Boogers  |Pressed:B  |Seconds:9.16  |Question Points:0  |Total:-358
24/11/2021 7:53:31 PM|NTTX|NTTX - Pack 63 - With Video|Question 3| ID:626  |Correct:D  |Keypad:11 |Name:Rumple4Skin  |Pressed:D  |Seconds:1.35  |Question Points:1662  |Total:3377
24/11/2021 7:53:31 PM|NTTX|NTTX - Pack 63 - With Video|Question 3| ID:626  |Correct:D  |Keypad:3 |Name:Bothan Spies  |Pressed:D  |Seconds:1.31  |Question Points:1673  |Total:2628
24/11/2021 7:53:35 PM|NTTX|NTTX - Pack 63 - With Video|Question 3| ID:626  |Correct:D  |Keypad:4 |Name:Jack and Jim!  |Pressed:D  |Seconds:5.14  |Question Points:715  |Total:1690
24/11/2021 7:53:35 PM|NTTX|NTTX - Pack 63 - With Video|Question 3| ID:626  |Correct:D  |Keypad:2 |Name:Boogers  |Pressed:D  |Seconds:5.89  |Question Points:528  |Total:170
24/11/2021 7:53:36 PM|NTTX|NTTX - Pack 63 - With Video|Question 3 |ID:626  |Correct:D  |Keypad:7 |Name:Easy Street  |Pressed:A  |Seconds:6.13  |Question Points:-48  |Total:856
24/11/2021 7:53:36 PM|NTTX|NTTX - Pack 63 - With Video|Question 3| ID:626  |Correct:D  |Keypad:10 |Name:Smartie Pints  |Pressed:D  |Seconds:6.87  |Question Points:283  |Total:808
24/11/2021 7:54:48 PM|NTTX|NTTX - Pack 63 - With Video|Question 4| ID:627  |Correct:D  |Keypad:11 |Name:Rumple4Skin  |Pressed:D  |Seconds:1.14  |Question Points:1715  |Total:5092
24/11/2021 7:54:48 PM|NTTX|NTTX - Pack 63 - With Video|Question 4| ID:627  |Correct:D  |Keypad:3 |Name:Bothan Spies  |Pressed:D  |Seconds:1.86  |Question Points:1535  |Total:4163
24/11/2021 7:54:49 PM|NTTX|NTTX - Pack 63 - With Video|Question 4| ID:627  |Correct:D  |Keypad:6 |Name:Avacado Helmets  |Pressed:D  |Seconds:2.45  |Question Points:1387  |Total:1993
24/11/2021 7:54:49 PM|NTTX|NTTX - Pack 63 - With Video|Question 4| ID:627  |Correct:D  |Keypad:7 |Name:Easy Street  |Pressed:D  |Seconds:2.9  |Question Points:1275  |Total:2083
24/11/2021 7:54:52 PM|NTTX|NTTX - Pack 63 - With Video|Question 4| ID:627  |Correct:D  |Keypad:2 |Name:Boogers  |Pressed:D  |Seconds:5.9  |Question Points:525  |Total:695
24/11/2021 7:54:55 PM|NTTX|NTTX - Pack 63 - With Video|Question 4 |ID:627  |Correct:D  |Keypad:4 |Name:Jack and Jim!  |Pressed:D  |Seconds:8.99  |Question Points:0  |Total:1690
24/11/2021 7:54:56 PM|NTTX|NTTX - Pack 63 - With Video|Question 4 |ID:627  |Correct:D  |Keypad:10 |Name:Smartie Pints  |Pressed:B  |Seconds:9.72  |Question Points:0  |Total:808
24/11/2021 7:56:06 PM|NTTX|NTTX - Pack 63 - With Video|Question 5| ID:628  |Correct:D  |Keypad:3 |Name:Bothan Spies  |Pressed:D  |Seconds:1.72  |Question Points:1570  |Total:5733
24/11/2021 7:56:06 PM|NTTX|NTTX - Pack 63 - With Video|Question 5| ID:628  |Correct:D  |Keypad:4 |Name:Jack and Jim!  |Pressed:D  |Seconds:2.09  |Question Points:1478  |Total:3168
24/11/2021 7:56:06 PM|NTTX|NTTX - Pack 63 - With Video|Question 5| ID:628  |Correct:D  |Keypad:6 |Name:Avacado Helmets  |Pressed:D  |Seconds:2.03  |Question Points:1493  |Total:3486
24/11/2021 7:56:10 PM|NTTX|NTTX - Pack 63 - With Video|Question 5 |ID:628  |Correct:D  |Keypad:10 |Name:Smartie Pints  |Pressed:B  |Seconds:5.47  |Question Points:-64.4  |Total:808
24/11/2021 7:56:11 PM|NTTX|NTTX - Pack 63 - With Video|Question 5| ID:628  |Correct:D  |Keypad:2 |Name:Boogers  |Pressed:D  |Seconds:6.82  |Question Points:295  |Total:990
24/11/2021 7:56:11 PM|NTTX|NTTX - Pack 63 - With Video|Question 5 |ID:628  |Correct:D  |Keypad:11 |Name:Rumple4Skin  |Pressed:B  |Seconds:6.8  |Question Points:-157  |Total:5092
24/11/2021 7:56:12 PM|NTTX|NTTX - Pack 63 - With Video|Question 5| ID:628  |Correct:D  |Keypad:7 |Name:Easy Street  |Pressed:D  |Seconds:7.81  |Question Points:48  |Total:2131
24/11/2021 7:57:21 PM|NTTX|NTTX - Pack 63 - With Video|Question 6| ID:629  |Correct:C  |Keypad:5 |Name:ALG  |Pressed:C  |Seconds:4.57  |Question Points:857  |Total:824
24/11/2021 7:57:22 PM|NTTX|NTTX - Pack 63 - With Video|Question 6 |ID:629  |Correct:C  |Keypad:11 |Name:Rumple4Skin  |Pressed:A  |Seconds:5.29  |Question Points:-172  |Total:4935
24/11/2021 7:57:23 PM|NTTX|NTTX - Pack 63 - With Video|Question 6 |ID:629  |Correct:C  |Keypad:10 |Name:Smartie Pints  |Pressed:A  |Seconds:6.38  |Question Points:-20.9  |Total:744
24/11/2021 7:57:23 PM|NTTX|NTTX - Pack 63 - With Video|Question 6| ID:629  |Correct:C  |Keypad:7 |Name:Easy Street  |Pressed:C  |Seconds:6.93  |Question Points:268  |Total:2399
24/11/2021 7:57:24 PM|NTTX|NTTX - Pack 63 - With Video|Question 6| ID:629  |Correct:C  |Keypad:2 |Name:Boogers  |Pressed:C  |Seconds:7.69  |Question Points:77  |Total:1067
24/11/2021 7:57:24 PM|NTTX|NTTX - Pack 63 - With Video|Question 6| ID:629  |Correct:C  |Keypad:4 |Name:Jack and Jim!  |Pressed:C  |Seconds:7.59  |Question Points:102  |Total:3270
24/11/2021 7:57:24 PM|NTTX|NTTX - Pack 63 - With Video|Question 6 |ID:629  |Correct:C  |Keypad:3 |Name:Bothan Spies  |Pressed:C  |Seconds:8.06  |Question Points:0  |Total:5733
24/11/2021 7:57:25 PM|NTTX|NTTX - Pack 63 - With Video|Question 6 |ID:629  |Correct:C  |Keypad:6 |Name:Avacado Helmets  |Pressed:C  |Seconds:9.05  |Question Points:0  |Total:3486
24/11/2021 7:58:25 PM|NTTX|NTTX - Pack 63 - With Video|Question 7| ID:630  |Correct:A  |Keypad:7 |Name:Easy Street  |Pressed:A  |Seconds:1.46  |Question Points:1635  |Total:4034
24/11/2021 7:58:25 PM|NTTX|NTTX - Pack 63 - With Video|Question 7| ID:630  |Correct:A  |Keypad:3 |Name:Bothan Spies  |Pressed:A  |Seconds:1.33  |Question Points:1667  |Total:7400
24/11/2021 7:58:25 PM|NTTX|NTTX - Pack 63 - With Video|Question 7| ID:630  |Correct:A  |Keypad:11 |Name:Rumple4Skin  |Pressed:A  |Seconds:1.84  |Question Points:1540  |Total:6303
24/11/2021 7:58:25 PM|NTTX|NTTX - Pack 63 - With Video|Question 7| ID:630  |Correct:A  |Keypad:2 |Name:Boogers  |Pressed:A  |Seconds:2.01  |Question Points:1498  |Total:2565
24/11/2021 7:58:25 PM|NTTX|NTTX - Pack 63 - With Video|Question 7| ID:630  |Correct:A  |Keypad:4 |Name:Jack and Jim!  |Pressed:A  |Seconds:2.23  |Question Points:1442  |Total:4712
24/11/2021 7:58:25 PM|NTTX|NTTX - Pack 63 - With Video|Question 7| ID:630  |Correct:A  |Keypad:6 |Name:Avacado Helmets  |Pressed:A  |Seconds:2.13  |Question Points:1467  |Total:4953
24/11/2021 7:58:26 PM|NTTX|NTTX - Pack 63 - With Video|Question 7| ID:630  |Correct:A  |Keypad:10 |Name:Smartie Pints  |Pressed:A  |Seconds:3.25  |Question Points:1188  |Total:1911
24/11/2021 7:58:31 PM|NTTX|NTTX - Pack 63 - With Video|Question 7| ID:630  |Correct:A  |Keypad:5 |Name:ALG  |Pressed:A  |Seconds:7.22  |Question Points:195  |Total:1019
24/11/2021 7:59:39 PM|NTTX|NTTX - Pack 63 - With Video|Question 8| ID:631  |Correct:B  |Keypad:4 |Name:Jack and Jim!  |Pressed:B  |Seconds:1.43  |Question Points:1643  |Total:6355
24/11/2021 7:59:39 PM|NTTX|NTTX - Pack 63 - With Video|Question 8| ID:631  |Correct:B  |Keypad:6 |Name:Avacado Helmets  |Pressed:B  |Seconds:1.76  |Question Points:1560  |Total:6513
24/11/2021 7:59:39 PM|NTTX|NTTX - Pack 63 - With Video|Question 8| ID:631  |Correct:B  |Keypad:11 |Name:Rumple4Skin  |Pressed:B  |Seconds:1.78  |Question Points:1555  |Total:7858
24/11/2021 7:59:39 PM|NTTX|NTTX - Pack 63 - With Video|Question 8| ID:631  |Correct:B  |Keypad:7 |Name:Easy Street  |Pressed:B  |Seconds:1.68  |Question Points:1580  |Total:5614
24/11/2021 7:59:39 PM|NTTX|NTTX - Pack 63 - With Video|Question 8| ID:631  |Correct:B  |Keypad:2 |Name:Boogers  |Pressed:B  |Seconds:1.78  |Question Points:1555  |Total:4120
